num_samples,n_estimators,rounds,input_size,hidden_sizes,first_dropout,middle_dropout,last_dropout,weight_decay,last_non_linearity,middle_non_linearity,non_linearity,input_transform,lr,lr_alpha,lr_steps,input_size_freq,uncertainty_weights,compression,compression_parameter,seed,output_size,batch_size,model_avg_auc_pr,model_avg_logloss,TN,FP,FN,TP,accuracy,precision,recall
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,random subset,0.4,17,309,1298,0.5354486447659949,0.7168447165544978,92,73,69,96,0.5696969696969697,0.5680473372781065,0.5818181818181818
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,random subset,0.4,18,309,1298,0.5354486447659949,0.7168447453477149,93,72,71,94,0.5666666666666667,0.5662650602409639,0.5696969696969697
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,random subset,0.4,19,309,1298,0.5354486447659949,0.716844799243488,87,78,65,100,0.5666666666666667,0.5617977528089888,0.6060606060606061
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,random subset,0.4,20,309,1298,0.5354486447659949,0.7168447368743822,85,80,65,100,0.5606060606060606,0.5555555555555556,0.6060606060606061
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,random subset,0.4,21,309,1298,0.5354486447659949,0.716844724086245,88,77,68,97,0.5606060606060606,0.5574712643678161,0.5878787878787879
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,random subset,0.4,22,309,1298,0.5354486447659949,0.716844771329942,85,80,70,95,0.5454545454545454,0.5428571428571428,0.5757575757575758
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,random subset,0.4,23,309,1298,0.5354486447659949,0.7168447057889037,83,82,65,100,0.5545454545454546,0.5494505494505495,0.6060606060606061
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,random subset,0.4,24,309,1298,0.5354486447659949,0.7168447244687937,85,80,62,103,0.5696969696969697,0.5628415300546448,0.6242424242424243
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,random subset,0.4,25,309,1298,0.5354486447659949,0.71684475582222,86,79,61,104,0.5757575757575758,0.5683060109289617,0.6303030303030303
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,random subset,0.4,26,309,1298,0.5354486447659949,0.7168447696710565,79,86,61,104,0.5545454545454546,0.5473684210526316,0.6303030303030303
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,random subset,0.4,27,309,1298,0.5354486447659949,0.7168446915126572,93,72,66,99,0.5818181818181818,0.5789473684210527,0.6
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,random subset,0.4,28,309,1298,0.5354486447659949,0.716844815905014,82,83,58,107,0.5727272727272728,0.5631578947368421,0.6484848484848484
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,random subset,0.4,29,309,1298,0.5354486447659949,0.7168447392316973,101,64,65,100,0.6090909090909091,0.6097560975609756,0.6060606060606061
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,random subset,0.4,30,309,1298,0.5354486447659949,0.7168447371920241,88,77,56,109,0.5969696969696969,0.5860215053763441,0.6606060606060606
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,random subset,0.4,31,309,1298,0.5354486447659949,0.7168447925097327,96,69,67,98,0.5878787878787879,0.5868263473053892,0.593939393939394
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,random subset,0.4,32,309,1298,0.5354486447659949,0.7168447701773245,89,76,56,109,0.6,0.5891891891891892,0.6606060606060606
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,random subset,0.4,33,309,1298,0.5354486447659949,0.7168447213550595,88,77,60,105,0.5848484848484848,0.5769230769230769,0.6363636363636364
