num_models,num_samples,attack_type,num_epochs,n_estimators,best_models,intermediate_models,rounds,input_size,batch_ratio,hidden_sizes,first_dropout,middle_dropout,last_dropout,weight_decay,last_non_linearity,middle_non_linearity,non_linearity,input_transform,lr_alpha,lr_steps,input_size_freq,uncertainty_weights,compression,compression_parameter,seed,TN,FP,FN,TP,accuracy,precision,recall
3,500,rf,300,100,False,False,1000,32000,0.02,[8000],0.8,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,6,97,68,87,78,0.5303030303030303,0.5342465753424658,0.4727272727272727
3,500,gb,300,100,False,False,1000,32000,0.02,[8000],0.8,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,3,79,86,85,80,0.4818181818181818,0.4819277108433735,0.48484848484848486
3,500,rf,300,100,False,False,1000,32000,0.02,[8000],0.8,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,7,81,84,71,94,0.5303030303030303,0.5280898876404494,0.5696969696969697
3,500,rf,300,100,False,False,1000,32000,0.02,[8000],0.8,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,8,86,79,70,95,0.5484848484848485,0.5459770114942529,0.5757575757575758
3,500,gb,300,100,False,False,1000,32000,0.02,[8000],0.8,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,4,87,78,72,93,0.5454545454545454,0.543859649122807,0.5636363636363636
3,500,rf,300,100,False,False,1000,32000,0.02,[8000],0.8,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,9,83,82,84,81,0.49696969696969695,0.49693251533742333,0.4909090909090909
3,500,gb,300,100,False,False,1000,32000,0.02,[8000],0.8,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,5,73,92,69,96,0.5121212121212121,0.5106382978723404,0.5818181818181818
3,500,rf,300,100,False,False,1000,32000,0.02,[8000],0.8,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,10,90,75,81,84,0.5272727272727272,0.5283018867924528,0.509090909090909
3,500,gb,300,100,False,False,1000,32000,0.02,[8000],0.8,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,6,74,91,73,92,0.503030303030303,0.5027322404371585,0.5575757575757576
3,500,gb,300,100,False,False,1000,32000,0.02,[8000],0.8,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,7,76,89,75,90,0.503030303030303,0.5027932960893855,0.5454545454545454
3,500,gb,300,100,False,False,1000,32000,0.02,[8000],0.8,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,8,84,81,82,83,0.5060606060606061,0.5060975609756098,0.503030303030303
3,500,gb,300,100,False,False,1000,32000,0.02,[8000],0.8,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,9,84,81,77,88,0.5212121212121212,0.5207100591715976,0.5333333333333333
3,500,gb,300,100,False,False,1000,32000,0.02,[8000],0.8,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,10,87,78,66,99,0.5636363636363636,0.559322033898305,0.6
3,500,rf,300,100,True,False,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,0,94,71,49,116,0.6363636363636364,0.6203208556149733,0.703030303030303
3,500,rf,300,100,True,False,1000,32000,0.02,[8000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,0,98,67,57,108,0.6242424242424243,0.6171428571428571,0.6545454545454545
3,500,rf,300,100,True,False,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,1,100,65,60,105,0.6212121212121212,0.6176470588235294,0.6363636363636364
3,500,rf,300,100,True,True,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,1,102,63,54,111,0.6454545454545455,0.6379310344827587,0.6727272727272727
3,500,rf,300,100,True,False,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,2,92,73,56,109,0.6090909090909091,0.5989010989010989,0.6606060606060606
3,500,rf,300,100,True,True,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,2,95,70,55,110,0.6212121212121212,0.6111111111111112,0.6666666666666666
3,500,rf,300,100,True,False,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,3,95,70,57,108,0.6151515151515151,0.6067415730337079,0.6545454545454545
3,500,rf,300,100,True,True,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,3,96,69,47,118,0.6484848484848484,0.6310160427807486,0.7151515151515152
3,500,rf,300,100,True,False,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,4,94,71,61,104,0.6,0.5942857142857143,0.6303030303030303
3,500,rf,300,100,True,True,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,4,99,66,52,113,0.6424242424242425,0.6312849162011173,0.6848484848484848
3,500,rf,300,100,True,False,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,5,101,64,65,100,0.6090909090909091,0.6097560975609756,0.6060606060606061
3,500,rf,300,100,True,True,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,5,101,64,53,112,0.6454545454545455,0.6363636363636364,0.6787878787878788
3,500,rf,300,100,True,False,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,6,95,70,57,108,0.6151515151515151,0.6067415730337079,0.6545454545454545
3,500,rf,300,100,True,True,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,6,98,67,50,115,0.6454545454545455,0.6318681318681318,0.696969696969697
3,500,rf,300,100,True,False,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,7,96,69,60,105,0.6090909090909091,0.603448275862069,0.6363636363636364
3,500,rf,300,100,True,True,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,7,95,70,51,114,0.6333333333333333,0.6195652173913043,0.6909090909090909
3,500,rf,300,100,True,False,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,8,94,71,58,107,0.6090909090909091,0.601123595505618,0.6484848484848484
3,500,rf,300,100,True,False,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,9,95,70,59,106,0.6090909090909091,0.6022727272727273,0.6424242424242425
3,500,rf,300,100,True,True,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,8,98,67,51,114,0.6424242424242425,0.6298342541436464,0.6909090909090909
3,500,rf,300,100,True,False,1000,32000,0.02,[8000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,1,98,67,58,107,0.6212121212121212,0.6149425287356322,0.6484848484848484
3,500,rf,300,100,True,True,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,9,98,67,49,116,0.6484848484848484,0.6338797814207651,0.703030303030303
3,500,rf,300,100,True,False,1000,32000,0.02,[8000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,2,98,67,59,106,0.6181818181818182,0.6127167630057804,0.6424242424242425
3,500,rf,300,100,True,True,1000,32000,0.02,[8000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,1,93,72,45,120,0.6454545454545455,0.625,0.7272727272727273
3,500,rf,300,100,True,False,1000,32000,0.02,[8000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,3,96,69,60,105,0.6090909090909091,0.603448275862069,0.6363636363636364
3,500,rf,300,100,True,True,1000,32000,0.02,[8000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,2,96,69,55,110,0.6242424242424243,0.6145251396648045,0.6666666666666666
3,500,rf,300,100,True,False,1000,32000,0.02,[8000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,4,94,71,64,101,0.5909090909090909,0.5872093023255814,0.6121212121212121
3,500,rf,300,100,True,True,1000,32000,0.02,[8000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,3,92,73,50,115,0.6272727272727273,0.6117021276595744,0.696969696969697
3,500,rf,300,100,True,False,1000,32000,0.02,[8000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,5,94,71,56,109,0.6151515151515151,0.6055555555555555,0.6606060606060606
3,500,rf,300,100,True,True,1000,32000,0.02,[8000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,4,95,70,46,119,0.6484848484848484,0.6296296296296297,0.7212121212121212
3,500,rf,300,100,True,False,1000,32000,0.02,[8000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,6,96,69,51,114,0.6363636363636364,0.6229508196721312,0.6909090909090909
3,500,rf,300,100,True,True,1000,32000,0.02,[8000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,5,96,69,55,110,0.6242424242424243,0.6145251396648045,0.6666666666666666
3,500,rf,300,100,True,False,1000,32000,0.02,[8000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,7,95,70,57,108,0.6151515151515151,0.6067415730337079,0.6545454545454545
3,500,rf,300,100,True,True,1000,32000,0.02,[8000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,6,87,78,45,120,0.6272727272727273,0.6060606060606061,0.7272727272727273
3,500,rf,300,100,True,False,1000,32000,0.02,[8000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,8,95,70,62,103,0.6,0.5953757225433526,0.6242424242424243
3,500,rf,300,100,True,False,1000,32000,0.02,[8000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,9,95,70,57,108,0.6151515151515151,0.6067415730337079,0.6545454545454545
3,500,rf,300,100,True,True,1000,32000,0.02,[8000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,7,91,74,47,118,0.6333333333333333,0.6145833333333334,0.7151515151515152
3,500,rf,300,100,True,True,1000,32000,0.02,[8000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,8,97,68,49,116,0.6454545454545455,0.6304347826086957,0.703030303030303
3,500,rf,300,100,True,True,1000,32000,0.02,[8000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,9,93,72,54,111,0.6181818181818182,0.6065573770491803,0.6727272727272727
6,500,rf,300,100,True,False,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,0,93,72,53,112,0.6212121212121212,0.6086956521739131,0.6787878787878788
12,500,rf,300,100,False,False,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,0,94,71,56,109,0.6151515151515151,0.6055555555555555,0.6606060606060606
6,500,rf,300,100,True,False,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,0,93,72,53,112,0.6212121212121212,0.6086956521739131,0.6787878787878788
18,500,rf,300,100,False,False,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,0,93,72,59,106,0.603030303030303,0.5955056179775281,0.6424242424242425
12,500,rf,300,100,False,False,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,0,94,71,56,109,0.6151515151515151,0.6055555555555555,0.6606060606060606
30,500,rf,300,100,False,False,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,0,100,65,54,111,0.6393939393939394,0.6306818181818182,0.6727272727272727
18,500,rf,300,100,False,False,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,0,93,72,59,106,0.603030303030303,0.5955056179775281,0.6424242424242425
12,500,rf,300,100,False,False,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,1,90,75,52,113,0.6151515151515151,0.601063829787234,0.6848484848484848
18,500,rf,300,100,False,False,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,1,97,68,51,114,0.6393939393939394,0.6263736263736264,0.6909090909090909
12,500,rf,300,100,False,False,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,2,86,79,57,108,0.5878787878787879,0.5775401069518716,0.6545454545454545
18,500,rf,300,100,False,False,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,2,90,75,53,112,0.6121212121212121,0.5989304812834224,0.6787878787878788
12,500,rf,300,100,False,False,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,1,90,75,52,113,0.6151515151515151,0.601063829787234,0.6848484848484848
12,500,rf,300,100,False,False,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,2,86,79,57,108,0.5878787878787879,0.5775401069518716,0.6545454545454545
18,500,rf,300,100,False,False,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,1,97,68,51,114,0.6393939393939394,0.6263736263736264,0.6909090909090909
18,500,rf,300,100,False,False,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,2,90,75,53,112,0.6121212121212121,0.5989304812834224,0.6787878787878788
6,500,rf,300,100,True,False,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,1,100,65,58,107,0.6272727272727273,0.622093023255814,0.6484848484848484
12,500,rf,300,100,True,False,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,1,98,67,51,114,0.6424242424242425,0.6298342541436464,0.6909090909090909
6,500,rf,300,100,True,False,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,2,92,73,57,108,0.6060606060606061,0.5966850828729282,0.6545454545454545
6,500,rf,300,100,True,False,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,1,100,65,58,107,0.6272727272727273,0.622093023255814,0.6484848484848484
18,500,rf,300,100,True,False,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,1,91,74,58,107,0.6,0.5911602209944752,0.6484848484848484
12,500,rf,300,100,True,False,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,2,91,74,56,109,0.6060606060606061,0.5956284153005464,0.6606060606060606
6,500,rf,300,100,False,False,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,1,97,68,59,106,0.6151515151515151,0.6091954022988506,0.6424242424242425
6,500,rf,300,100,False,False,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,2,90,75,62,103,0.5848484848484848,0.5786516853932584,0.6242424242424243
6,500,rf,300,100,False,False,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,1,97,68,59,106,0.6151515151515151,0.6091954022988506,0.6424242424242425
6,500,rf,300,100,False,False,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,2,90,75,62,103,0.5848484848484848,0.5786516853932584,0.6242424242424243
6,500,rf,300,100,True,False,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,2,92,73,57,108,0.6060606060606061,0.5966850828729282,0.6545454545454545
18,500,rf,300,100,True,False,1000,32000,0.02,[6000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,2,94,71,56,109,0.6151515151515151,0.6055555555555555,0.6606060606060606
12,500,rf,300,100,False,False,1000,32000,0.02,[8000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,0,98,67,57,108,0.6242424242424243,0.6171428571428571,0.6545454545454545
12,500,rf,300,100,False,False,,1000,32000,0.02,[8000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,1,101,64,53,112,0.6454545454545455,0.6363636363636364,0.6787878787878788
12,500,rf,300,100,False,False,,1000,32000,0.02,[8000],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.3,[10],32000,False,,,2,95,70,58,107,0.6121212121212121,0.6045197740112994,0.6484848484848484
