num_samples,n_estimators,rounds,input_size,hidden_sizes,first_dropout,middle_dropout,last_dropout,weight_decay,last_non_linearity,middle_non_linearity,non_linearity,input_transform,lr,lr_alpha,lr_steps,input_size_freq,uncertainty_weights,compression,compression_parameter,seed,output_size,batch_size,model_avg_auc_pr,model_avg_logloss,TN,FP,FN,TP,accuracy,precision,recall
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,threshold,0.01,0,309,1298,0.7341512329855886,0.7077486139088037,94,71,80,85,0.5424242424242425,0.5448717948717948,0.5151515151515151
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,threshold,0.01,1,309,1298,0.7341512329855886,0.7077485789318525,90,75,76,89,0.5424242424242425,0.5426829268292683,0.5393939393939394
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,threshold,0.01,2,309,1298,0.7341512329855886,0.7077485825781,90,75,80,85,0.5303030303030303,0.53125,0.5151515151515151
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,threshold,0.01,3,309,1298,0.7341512329855886,0.7077485978387983,88,77,71,94,0.5515151515151515,0.5497076023391813,0.5696969696969697
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,threshold,0.01,4,309,1298,0.7341512329855886,0.7077485957718206,89,76,73,92,0.5484848484848485,0.5476190476190477,0.5575757575757576
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,threshold,0.01,5,309,1298,0.7341512329855886,0.7077485810272612,94,71,78,87,0.5484848484848485,0.5506329113924051,0.5272727272727272
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,threshold,0.01,6,309,1298,0.7341512329855886,0.7077486124530088,87,78,74,91,0.5393939393939394,0.5384615384615384,0.5515151515151515
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,threshold,0.01,7,309,1298,0.7341512329855886,0.7077485923007064,86,79,78,87,0.5242424242424243,0.5240963855421686,0.5272727272727272
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,threshold,0.01,8,309,1298,0.7341512329855886,0.7077485798963886,90,75,80,85,0.5303030303030303,0.53125,0.5151515151515151
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,threshold,0.01,9,309,1298,0.7341512329855886,0.7077485939474638,91,74,78,87,0.5393939393939394,0.5403726708074534,0.5272727272727272
