num_samples,voting_threshold,rounds,input_size,hidden_sizes,first_dropout,middle_dropout,last_dropout,weight_decay,last_non_linearity,middle_non_linearity,non_linearity,input_transform,lr,lr_alpha,lr_steps,input_size_freq,uncertainty_weights,compression,compression_parameter,seed,output_size,batch_size,model_avg_auc_pr,model_avg_logloss,TN,FP,FN,TP,accuracy,precision,recall
50,0.5,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,threshold,0.01,0,309,1298,0.7341512329855886,0.7082093116747152,0,50,0,50,0.5,0.5,1.0
50,0.5,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,threshold,0.01,0,309,1298,0.7341512329855886,0.7082093116747152,0,50,0,50,0.5,0.5,1.0
50,0.5,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,threshold,0.01,1,309,1298,0.7341512329855886,0.7098748472457848,0,50,0,50,0.5,0.5,1.0
50,0.5,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,threshold,0.01,2,309,1298,0.7341512329855886,0.7098507197600634,0,50,0,50,0.5,0.5,1.0
50,0.5,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,threshold,0.01,3,309,1298,0.7341512329855886,0.7099477828075016,0,50,0,50,0.5,0.5,1.0
50,0.5,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,threshold,0.01,4,309,1298,0.7341512329855886,0.7098010895126725,0,50,0,50,0.5,0.5,1.0
50,0.5,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,threshold,0.01,5,309,1298,0.7341512329855886,0.7098779936365605,0,50,0,50,0.5,0.5,1.0
50,0.5,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,threshold,0.01,6,309,1298,0.7341512329855886,0.709852090674342,0,50,0,50,0.5,0.5,1.0
50,0.5,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,threshold,0.01,7,309,1298,0.7341512329855886,0.7099395445299694,0,50,0,50,0.5,0.5,1.0
50,0.5,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,threshold,0.01,8,309,1298,0.7341512329855886,0.7098733065180272,0,50,0,50,0.5,0.5,1.0
50,0.5,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,threshold,0.01,9,309,1298,0.7341512329855886,0.710013534051791,0,50,0,50,0.5,0.5,1.0
