num_samples,voting_threshold,rounds,input_size,batch_ratio,hidden_sizes,first_dropout,middle_dropout,last_dropout,weight_decay,last_non_linearity,middle_non_linearity,non_linearity,input_transform,lr,lr_alpha,lr_steps,input_size_freq,uncertainty_weights,compression,compression_parameter,seed,model_avg_auc_pr,model_avg_logloss,TN,FP,FN,TP,accuracy,precision,recall
50,0.5,1000,32000,0.08,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,17,0.709187245808822,0.6644130513195298,1,49,0,50,0.51,0.5050505050505051,1.0
50,0.5,1000,32000,0.08,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,18,0.7092827463689483,0.6639725593432425,2,48,0,50,0.52,0.5102040816326531,1.0
50,0.5,1000,32000,0.08,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,19,0.708970412780463,0.663958720656997,7,43,0,50,0.57,0.5376344086021505,1.0
50,0.5,1000,32000,0.08,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,20,0.7091875165268826,0.6645104559316722,0,50,0,50,0.5,0.5,1.0
50,0.5,1000,32000,0.08,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,21,0.7093915566061118,0.6640470165585723,2,48,0,50,0.52,0.5102040816326531,1.0
50,0.5,1000,32000,0.08,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,22,0.7093369446455222,0.663556269816018,0,50,0,50,0.5,0.5,1.0
50,0.5,1000,32000,0.08,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,23,0.7092475259654337,0.6654178811976899,3,47,0,50,0.53,0.5154639175257731,1.0
50,0.5,1000,32000,0.08,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,24,0.7092626945331438,0.6635949942851841,3,47,0,50,0.53,0.5154639175257731,1.0
50,0.5,1000,32000,0.08,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,25,0.7091550186714668,0.663599809194276,2,48,0,50,0.52,0.5102040816326531,1.0
50,0.5,1000,32000,0.08,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,26,0.7094301556318727,0.6649351803815281,2,48,0,50,0.52,0.5102040816326531,1.0
50,0.5,1000,32000,0.08,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,27,0.7092822026365495,0.6644272523753417,0,50,0,50,0.5,0.5,1.0
50,0.5,1000,32000,0.08,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,28,0.7092206192697013,0.6644582782955506,0,50,0,50,0.5,0.5,1.0
50,0.5,1000,32000,0.08,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,29,0.709618563606581,0.6651471376939123,0,50,0,50,0.5,0.5,1.0
50,0.5,1000,32000,0.08,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,30,0.7094568067321023,0.6639050973078487,1,49,0,50,0.51,0.5050505050505051,1.0
50,0.5,1000,32000,0.08,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,31,0.7089999060825407,0.6649184501063992,6,44,0,50,0.56,0.5319148936170213,1.0
50,0.5,1000,32000,0.08,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,32,0.7091570507746431,0.6634085942841399,5,45,0,50,0.55,0.5263157894736842,1.0
50,0.5,1000,32000,0.08,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,33,0.70912700597639,0.6649060113102407,3,47,0,50,0.53,0.5154639175257731,1.0
50,0.5,1000,32000,0.08,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,34,0.7092317963435291,0.6656128582768073,5,45,0,50,0.55,0.5263157894736842,1.0
50,0.5,1000,32000,0.08,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,35,0.7093906827478018,0.6642927621969866,1,49,0,50,0.51,0.5050505050505051,1.0
50,0.5,1000,32000,0.08,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,36,0.7093389580944043,0.6644098294468221,2,48,0,50,0.52,0.5102040816326531,1.0
50,0.5,1000,32000,0.08,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,37,0.7092170771842795,0.6633983131484461,3,47,0,50,0.53,0.5154639175257731,1.0
50,0.5,1000,32000,0.08,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,38,0.709109220717591,0.6657748804090196,2,48,0,50,0.52,0.5102040816326531,1.0
50,0.5,1000,32000,0.08,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,39,0.7088436641826199,0.6643094548525091,3,47,0,50,0.53,0.5154639175257731,1.0
50,0.5,1000,32000,0.08,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,40,0.7089968599624914,0.6650701269173747,0,50,0,50,0.5,0.5,1.0
50,0.5,1000,32000,0.08,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,41,0.7091302277375515,0.6645717621302756,4,46,0,50,0.54,0.5208333333333334,1.0
50,0.5,1000,32000,0.08,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,42,0.7093554260474463,0.6648033866728602,1,49,0,50,0.51,0.5050505050505051,1.0
50,0.5,1000,32000,0.08,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,43,0.7093099148746886,0.6646634442499575,4,46,0,50,0.54,0.5208333333333334,1.0
50,0.5,1000,32000,0.08,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,44,0.7091802874143784,0.6653371481030238,1,49,0,50,0.51,0.5050505050505051,1.0
50,0.5,1000,32000,0.08,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,45,0.7090199046729886,0.6650847681266941,4,46,0,50,0.54,0.5208333333333334,1.0
50,0.5,1000,32000,0.08,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,46,0.7091983826697689,0.6637359318288611,2,48,0,50,0.52,0.5102040816326531,1.0
50,0.5,1000,32000,0.08,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,47,0.7090557868448235,0.664250615144237,1,49,0,50,0.51,0.5050505050505051,1.0
50,0.5,1000,32000,0.08,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,48,0.7090862832954683,0.6641255032958812,4,46,0,50,0.54,0.5208333333333334,1.0
50,0.5,1000,32000,0.08,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,49,0.709373141577169,0.6654137015765151,2,48,0,50,0.52,0.5102040816326531,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,0,0.7007422016946828,0.6683468825705945,5,45,0,50,0.55,0.5263157894736842,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,1,0.7007277841554058,0.670283433801501,5,45,0,50,0.55,0.5263157894736842,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,2,0.7004681932378365,0.667813553765004,6,44,0,50,0.56,0.5319148936170213,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,3,0.7001245700466152,0.6702219358358065,6,44,0,50,0.56,0.5319148936170213,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,4,0.7007877007248171,0.6649652202418805,5,45,0,50,0.55,0.5263157894736842,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,5,0.7011865127878211,0.6682334952121376,5,45,0,50,0.55,0.5263157894736842,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,6,0.7016123041384461,0.6697272271497774,5,45,0,50,0.55,0.5263157894736842,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,7,0.7007274161798269,0.6693790847555585,5,45,0,50,0.55,0.5263157894736842,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,8,0.7006936501537978,0.6669005771430604,6,44,0,50,0.56,0.5319148936170213,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,9,0.7011326947351514,0.6680105542509774,5,45,0,50,0.55,0.5263157894736842,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,10,0.7014834685960696,0.6696937577660915,5,45,0,50,0.55,0.5263157894736842,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,11,0.7004605551928244,0.6642763305656375,5,45,0,50,0.55,0.5263157894736842,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,12,0.7007215368304777,0.6688698461538476,5,45,0,50,0.55,0.5263157894736842,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,13,0.7008800298118993,0.6672592330423511,5,45,0,50,0.55,0.5263157894736842,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,14,0.7010056730490579,0.6655596597168326,5,45,0,50,0.55,0.5263157894736842,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,15,0.7008305181677121,0.6679753754985668,5,45,0,50,0.55,0.5263157894736842,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,16,0.700650701847765,0.6667736144301929,7,43,0,50,0.57,0.5376344086021505,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,17,0.7005411338049261,0.6686313000074067,5,45,0,50,0.55,0.5263157894736842,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,18,0.7004680407118012,0.6672760490050302,6,44,0,50,0.56,0.5319148936170213,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,19,0.7009568875628481,0.667274675918357,6,44,0,50,0.56,0.5319148936170213,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,20,0.70087186602545,0.6665773902523136,5,45,0,50,0.55,0.5263157894736842,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,21,0.7019789556947655,0.6690210504388041,6,44,0,50,0.56,0.5319148936170213,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,22,0.7008245990395915,0.6710695005403237,5,45,0,50,0.55,0.5263157894736842,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,23,0.7006231135407648,0.6681748797583922,5,45,0,50,0.55,0.5263157894736842,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,24,0.7005729173211495,0.66736234876996,5,45,0,50,0.55,0.5263157894736842,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,25,0.700169487061636,0.6679870271989481,5,45,0,50,0.55,0.5263157894736842,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,26,0.7007872700356859,0.6701973026354412,7,43,0,50,0.57,0.5376344086021505,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,27,0.7010018535533515,0.6684814606828187,5,45,0,50,0.55,0.5263157894736842,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,28,0.701425339861141,0.6680210990547641,6,44,0,50,0.56,0.5319148936170213,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,29,0.7009426349381768,0.6636606296918914,5,45,0,50,0.55,0.5263157894736842,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,30,0.701479336904147,0.6654650817460165,7,43,0,50,0.57,0.5376344086021505,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,31,0.7011374089418669,0.665341335097849,5,45,0,50,0.55,0.5263157894736842,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,32,0.7010255024755161,0.6671256297580956,5,45,0,50,0.55,0.5263157894736842,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,33,0.7005780726465118,0.6683205351630408,5,45,0,50,0.55,0.5263157894736842,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,34,0.7009984338149098,0.6684295013743726,7,43,0,50,0.57,0.5376344086021505,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,35,0.7007411603531942,0.6683753445782086,5,45,0,50,0.55,0.5263157894736842,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,36,0.7007882512621666,0.6640234997063942,5,45,0,50,0.55,0.5263157894736842,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,37,0.7008225724613861,0.667146694107548,5,45,0,50,0.55,0.5263157894736842,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,38,0.7009188972321481,0.6653111505074407,6,44,0,50,0.56,0.5319148936170213,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,39,0.7008560875258432,0.6663914890314464,8,42,0,50,0.58,0.5434782608695652,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,40,0.7012896370576304,0.6661959124501396,5,45,0,50,0.55,0.5263157894736842,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,41,0.7009936041964513,0.6649795076733331,5,45,0,50,0.55,0.5263157894736842,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,42,0.7006333664203341,0.6671082950203734,6,44,0,50,0.56,0.5319148936170213,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,43,0.7011666008045235,0.6668474982028341,5,45,0,50,0.55,0.5263157894736842,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,44,0.7008168776604946,0.6685354310176231,5,45,0,50,0.55,0.5263157894736842,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,45,0.7003877390661024,0.6695947676460959,7,43,0,50,0.57,0.5376344086021505,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,46,0.7008177874154252,0.6685552541322378,5,45,0,50,0.55,0.5263157894736842,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,47,0.7009293119661255,0.6651587279972982,5,45,0,50,0.55,0.5263157894736842,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,48,0.7014473003318431,0.6702867857546082,6,44,0,50,0.56,0.5319148936170213,1.0
50,0.5,1000,32000,0.1,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,,,49,0.7004833462875231,0.669518488243679,6,44,0,50,0.56,0.5319148936170213,1.0
