num_samples,n_estimators,rounds,input_size,hidden_sizes,first_dropout,middle_dropout,last_dropout,weight_decay,last_non_linearity,middle_non_linearity,non_linearity,input_transform,lr,lr_alpha,lr_steps,input_size_freq,uncertainty_weights,compression,compression_parameter,seed,output_size,batch_size,model_avg_auc_pr,model_avg_logloss,TN,FP,FN,TP,accuracy,precision,recall
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,quantization,,40,309,1298,0.5287760127475721,0.7083602960301075,90,75,62,103,0.5848484848484848,0.5786516853932584,0.6242424242424243
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,quantization,,41,309,1298,0.5287760127475721,0.7083602825765737,92,73,68,97,0.5727272727272728,0.5705882352941176,0.5878787878787879
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,quantization,,42,309,1298,0.5287760127475721,0.7083603263296651,87,78,64,101,0.5696969696969697,0.5642458100558659,0.6121212121212121
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,quantization,,43,309,1298,0.5287760127475721,0.7083603328225845,95,70,62,103,0.6,0.5953757225433526,0.6242424242424243
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,quantization,,44,309,1298,0.5287760127475721,0.7083603082744837,88,77,57,108,0.593939393939394,0.5837837837837838,0.6545454545454545
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,quantization,,45,309,1298,0.5287760127475721,0.7083603524232827,91,74,63,102,0.5848484848484848,0.5795454545454546,0.6181818181818182
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,quantization,,46,309,1298,0.5287760127475721,0.7083603000476553,91,74,61,104,0.5909090909090909,0.5842696629213483,0.6303030303030303
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,quantization,,47,309,1298,0.5287760127475721,0.7083602892127188,92,73,63,102,0.5878787878787879,0.5828571428571429,0.6181818181818182
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,quantization,,48,309,1298,0.5287760127475721,0.7083603188959495,89,76,63,102,0.5787878787878787,0.5730337078651685,0.6181818181818182
500,100,1000,32000,[40],0.0,0.2,0.2,1e-06,relu,relu,relu,binarize,0.001,0.3,[10],32000,False,quantization,,49,309,1298,0.5287760127475721,0.7083603104513919,85,80,69,96,0.5484848484848485,0.5454545454545454,0.5818181818181818
